id,question,option_a,option_b,option_c,option_d,correct_option,explanation,topic,difficulty
1696,Quel niveau d'isolation permet les lectures non répétables ? (v156),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1697,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v156),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1698,Quelle clause permet de trier le résultat ? (v156),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1699,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v156),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1700,Quel mot-clé restaure les permissions par défaut sur une table ? (v156),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1721,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v159),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1722,Quel mot-clé modifie des lignes existantes dans une table ? (v159),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1723,La contrainte UNIQUE assure : (v159),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1724,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v159),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1725,La transaction ACID 'I' signifie : (v159),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1726,Quel niveau d'isolation permet les lectures non répétables ? (v159),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1727,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v159),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1728,Quelle clause permet de trier le résultat ? (v159),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1729,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v159),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1730,Quel mot-clé restaure les permissions par défaut sur une table ? (v159),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1751,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v162),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1752,Quel mot-clé modifie des lignes existantes dans une table ? (v162),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1753,La contrainte UNIQUE assure : (v162),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1754,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v162),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1755,La transaction ACID 'I' signifie : (v162),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1756,Quel niveau d'isolation permet les lectures non répétables ? (v162),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1757,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v162),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1758,Quelle clause permet de trier le résultat ? (v162),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1759,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v162),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1760,Quel mot-clé restaure les permissions par défaut sur une table ? (v162),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1781,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v165),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1782,Quel mot-clé modifie des lignes existantes dans une table ? (v165),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1783,La contrainte UNIQUE assure : (v165),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1784,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v165),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1785,La transaction ACID 'I' signifie : (v165),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1786,Quel niveau d'isolation permet les lectures non répétables ? (v165),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1787,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v165),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1788,Quelle clause permet de trier le résultat ? (v165),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1789,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v165),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1790,Quel mot-clé restaure les permissions par défaut sur une table ? (v165),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1811,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v168),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1812,Quel mot-clé modifie des lignes existantes dans une table ? (v168),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1813,La contrainte UNIQUE assure : (v168),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1814,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v168),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1815,La transaction ACID 'I' signifie : (v168),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1816,Quel niveau d'isolation permet les lectures non répétables ? (v168),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1817,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v168),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1818,Quelle clause permet de trier le résultat ? (v168),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1819,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v168),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1820,Quel mot-clé restaure les permissions par défaut sur une table ? (v168),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1841,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v171),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1842,Quel mot-clé modifie des lignes existantes dans une table ? (v171),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1843,La contrainte UNIQUE assure : (v171),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1844,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v171),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1845,La transaction ACID 'I' signifie : (v171),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1846,Quel niveau d'isolation permet les lectures non répétables ? (v171),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1847,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v171),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1848,Quelle clause permet de trier le résultat ? (v171),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1849,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v171),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1850,Quel mot-clé restaure les permissions par défaut sur une table ? (v171),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1871,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v174),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1872,Quel mot-clé modifie des lignes existantes dans une table ? (v174),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1873,La contrainte UNIQUE assure : (v174),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1874,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v174),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1875,La transaction ACID 'I' signifie : (v174),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1876,Quel niveau d'isolation permet les lectures non répétables ? (v174),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1877,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v174),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1878,Quelle clause permet de trier le résultat ? (v174),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1879,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v174),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1880,Quel mot-clé restaure les permissions par défaut sur une table ? (v174),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1901,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v177),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1902,Quel mot-clé modifie des lignes existantes dans une table ? (v177),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1903,La contrainte UNIQUE assure : (v177),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1904,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v177),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1905,La transaction ACID 'I' signifie : (v177),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1906,Quel niveau d'isolation permet les lectures non répétables ? (v177),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1907,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v177),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1908,Quelle clause permet de trier le résultat ? (v177),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1909,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v177),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1910,Quel mot-clé restaure les permissions par défaut sur une table ? (v177),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1931,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v180),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1932,Quel mot-clé modifie des lignes existantes dans une table ? (v180),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1933,La contrainte UNIQUE assure : (v180),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1934,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v180),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1935,La transaction ACID 'I' signifie : (v180),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1936,Quel niveau d'isolation permet les lectures non répétables ? (v180),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1937,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v180),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1938,Quelle clause permet de trier le résultat ? (v180),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1939,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v180),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1940,Quel mot-clé restaure les permissions par défaut sur une table ? (v180),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1961,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v183),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1962,Quel mot-clé modifie des lignes existantes dans une table ? (v183),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1963,La contrainte UNIQUE assure : (v183),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1964,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v183),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1965,La transaction ACID 'I' signifie : (v183),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1966,Quel niveau d'isolation permet les lectures non répétables ? (v183),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1967,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v183),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1968,Quelle clause permet de trier le résultat ? (v183),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1969,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v183),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1970,Quel mot-clé restaure les permissions par défaut sur une table ? (v183),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1991,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v186),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1992,Quel mot-clé modifie des lignes existantes dans une table ? (v186),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1993,La contrainte UNIQUE assure : (v186),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1994,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v186),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1995,La transaction ACID 'I' signifie : (v186),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1996,Quel niveau d'isolation permet les lectures non répétables ? (v186),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1997,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v186),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1998,Quelle clause permet de trier le résultat ? (v186),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1999,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v186),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
2000,Quel mot-clé restaure les permissions par défaut sur une table ? (v186),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
2021,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v189),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
2022,Quel mot-clé modifie des lignes existantes dans une table ? (v189),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
2023,La contrainte UNIQUE assure : (v189),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
2024,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v189),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
2025,La transaction ACID 'I' signifie : (v189),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
2026,Quel niveau d'isolation permet les lectures non répétables ? (v189),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
2027,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v189),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
2028,Quelle clause permet de trier le résultat ? (v189),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
2029,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v189),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
2030,Quel mot-clé restaure les permissions par défaut sur une table ? (v189),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
2051,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v192),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
2052,Quel mot-clé modifie des lignes existantes dans une table ? (v192),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
2053,La contrainte UNIQUE assure : (v192),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
2054,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v192),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
2055,La transaction ACID 'I' signifie : (v192),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
2056,Quel niveau d'isolation permet les lectures non répétables ? (v192),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
2057,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v192),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
2058,Quelle clause permet de trier le résultat ? (v192),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
2059,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v192),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
2060,Quel mot-clé restaure les permissions par défaut sur une table ? (v192),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
2081,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v195),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
2082,Quel mot-clé modifie des lignes existantes dans une table ? (v195),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
2083,La contrainte UNIQUE assure : (v195),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
2084,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v195),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
2085,La transaction ACID 'I' signifie : (v195),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
2086,Quel niveau d'isolation permet les lectures non répétables ? (v195),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
2087,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v195),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
2088,Quelle clause permet de trier le résultat ? (v195),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
2089,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v195),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
2090,Quel mot-clé restaure les permissions par défaut sur une table ? (v195),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
2111,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v198),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
2112,Quel mot-clé modifie des lignes existantes dans une table ? (v198),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
2113,La contrainte UNIQUE assure : (v198),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
2114,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v198),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
2115,La transaction ACID 'I' signifie : (v198),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
2116,Quel niveau d'isolation permet les lectures non répétables ? (v198),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
2117,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v198),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
2118,Quelle clause permet de trier le résultat ? (v198),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
